asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,Weekday,Weight,Counter,accumulated Weighted CC,accumulatedWeight,WA CC,Servicing Spread,,,
11/5/2013,3.31201,3.409781332,4.11,0.79799,2,0.7,4,2.480345,0.75,0,0,,,
11/6/2013,3.29973,3.285172291,4.11,0.81027,3,0.25,5,3.3052775,1,3.3052775,0,,,
11/7/2013,3.29153,3.354174549,4.275,0.98347,4,0,1,0,0,0,0.8047225,,,
11/8/2013,3.41853,3.485409077,4.275,0.85647,5,0,2,0,0,0,0,,,
11/12/2013,3.42394,3.502765058,4.275,0.85106,2,0.7,3,2.396758,0.7,0,0,,,
11/13/2013,3.38633,3.45478911,4.275,0.88867,3,0.25,4,3.2433405,0.95,3.414042632,0,,,
11/14/2013,3.3344,3.392288676,4.145,0.8106,4,0,1,0,0,0,0.860957368,,,
11/15/2013,3.3275,3.373038665,4.145,0.8175,5,0,2,0,0,0,0,,,
11/18/2013,3.28922,3.327419989,4.145,0.85578,1,0.05,3,0.164461,0.05,0,0,,,
11/20/2013,3.39539,3.407659676,4.145,0.74961,3,0.25,4,1.0133085,0.3,3.377695,0,,,
11/21/2013,3.39022,3.408274099,4.215,0.82478,4,0,1,0,0,0,0.767305,,,
11/22/2013,3.37657,3.401088299,4.215,0.83843,5,0,2,0,0,0,0,,,
12/3/2013,3.48201,3.476125183,4.215,0.73299,2,0.7,3,2.437407,0.7,0,0,,,
12/4/2013,3.53796,3.53966548,4.215,0.67704,3,0.25,4,3.321897,0.95,3.496733684,0,,,
12/5/2013,3.55213,3.541908585,4.345,0.79287,4,0,1,0,0,0,0.718266316,,,
12/6/2013,3.53577,3.545410941,4.345,0.80923,5,0,2,0,0,0,0,,,
12/9/2013,3.50449,3.515066749,4.345,0.84051,1,0.05,3,0.1752245,0.05,0,0,,,
12/10/2013,3.46476,3.469707,4.345,0.88024,2,0.7,4,2.6005565,0.75,0,0,,,
12/11/2013,3.51569,3.508214147,4.345,0.82931,3,0.25,5,3.479479,1,3.479479,0,,,
12/12/2013,3.54275,3.541339936,4.395,0.85225,4,0,1,0,0,0,0.865521,,,
12/13/2013,3.5291,3.529780273,4.395,0.8659,5,0,2,0,0,0,0,,,
12/16/2013,3.53072,3.531628007,4.395,0.86428,1,0.05,3,0.176536,0.05,0,0,,,
12/17/2013,3.49989,3.490740477,4.395,0.89511,2,0.7,4,2.626459,0.75,0,0,,,
12/18/2013,3.54228,3.521644704,4.395,0.85272,3,0.25,5,3.512029,1,3.512029,0,,,
12/19/2013,3.58946,3.579482442,4.405,0.81554,4,0,1,0,0,0,0.882971,,,
12/20/2013,3.52072,3.547744936,4.405,0.88428,5,0,2,0,0,0,0,,,
12/23/2013,3.54225,3.588557637,4.405,0.86275,1,0.05,3,0.1771125,0.05,0,0,,,
12/24/2013,3.61006,3.63312578,4.405,0.79494,2,0.7,4,2.7041545,0.75,3.605539333,0,,,
12/26/2013,3.61108,3.637877401,4.48,0.86892,4,0,1,0,0,0,0.799460667,,,
12/27/2013,3.60938,3.624771203,4.48,0.87062,5,0,2,0,0,0,0,,,
12/30/2013,3.57467,3.605420259,4.48,0.90533,1,0.05,3,0.1787335,0.05,3.57467,0,,,
1/2/2014,3.5997,3.622663801,4.435,0.8353,4,0,1,0,0,0,0.90533,,,
1/3/2014,3.60326,3.621400559,4.435,0.83174,5,0,2,0,0,0,0,,,
1/6/2014,3.57635,3.586165233,4.435,0.85865,1,0.05,3,0.1788175,0.05,0,0,,,
1/7/2014,3.54285,3.552816818,4.435,0.89215,2,0.7,4,2.6588125,0.75,0,0,,,
1/8/2014,3.59637,3.605747569,4.435,0.83863,3,0.25,5,3.557905,1,3.557905,0,,,
1/9/2014,3.57494,3.587554989,4.335,0.76006,4,0,1,0,0,0,0.877095,,,
1/10/2014,3.47184,3.467646007,4.335,0.86316,5,0,2,0,0,0,0,,,
1/13/2014,3.42646,3.418619029,4.335,0.90854,1,0.05,3,0.171323,0.05,0,0,,,
1/14/2014,3.48341,3.472446279,4.335,0.85159,2,0.7,4,2.60971,0.75,0,0,,,
1/15/2014,3.49478,3.49426512,4.335,0.84022,3,0.25,5,3.483405,1,3.483405,0,,,
1/16/2014,3.45706,3.461916104,4.315,0.85794,4,0,1,0,0,0,0.851595,,,
1/17/2014,3.43708,3.447997258,4.315,0.87792,5,0,2,0,0,0,0,,,
1/21/2014,3.43062,3.439683022,4.315,0.88438,2,0.7,3,2.401434,0.7,0,0,,,
1/22/2014,3.4813,3.480255688,4.315,0.8337,3,0.25,4,3.271759,0.95,3.443956842,0,,,
1/23/2014,3.42598,3.406232501,4.245,0.81902,4,0,1,0,0,0,0.871043158,,,
1/24/2014,3.38218,3.371784171,4.245,0.86282,5,0,2,0,0,0,0,,,
1/27/2014,3.42489,3.399705242,4.245,0.82011,1,0.05,3,0.1712445,0.05,0,0,,,
1/28/2014,3.41467,3.399727076,4.245,0.83033,2,0.7,4,2.5615135,0.75,0,0,,,
1/29/2014,3.36115,3.352175074,4.245,0.88385,3,0.25,5,3.401801,1,3.401801,0,,,
1/30/2014,3.37103,3.380902759,4.155,0.78397,4,0,1,0,0,0,0.843199,,,
1/31/2014,3.34068,3.361140068,4.155,0.81432,5,0,2,0,0,0,0,,,
2/3/2014,3.2711,3.293257152,4.155,0.8839,1,0.05,3,0.163555,0.05,0,0,,,
2/4/2014,3.31116,3.337265871,4.155,0.84384,2,0.7,4,2.481367,0.75,0,0,,,
2/5/2014,3.35841,3.364213713,4.155,0.79659,3,0.25,5,3.3209695,1,3.3209695,0,,,
2/6/2014,3.37993,3.388484213,4.205,0.82507,4,0,1,0,0,0,0.8340305,,,
2/7/2014,3.343,3.340862192,4.205,0.862,5,0,2,0,0,0,0,,,
2/10/2014,3.34761,3.329016432,4.205,0.85739,1,0.05,3,0.1673805,0.05,0,0,,,
2/11/2014,3.3874,3.370893722,4.205,0.8176,2,0.7,4,2.5385605,0.75,0,0,,,
2/12/2014,3.43678,3.405985059,4.205,0.76822,3,0.25,5,3.3977555,1,3.3977555,0,,,
2/13/2014,3.39638,3.35050718,4.255,0.85862,4,0,1,0,0,0,0.8072445,,,
2/14/2014,3.42405,3.352036363,4.255,0.83095,5,0,2,0,0,0,0,,,
2/18/2014,3.40225,3.325281353,4.255,0.85275,2,0.7,3,2.381575,0.7,0,0,,,
2/19/2014,3.42085,3.345784235,4.255,0.83415,3,0.25,4,3.2367875,0.95,3.407144737,0,,,
2/20/2014,3.44099,3.358017141,4.295,0.85401,4,0,1,0,0,0,0.847855263,,,
2/21/2014,3.42382,3.32955393,4.295,0.87118,5,0,2,0,0,0,0,,,
2/24/2014,3.42988,3.336853042,4.295,0.86512,1,0.05,3,0.171494,0.05,0,0,,,
2/25/2014,3.37625,3.292457476,4.295,0.91875,2,0.7,4,2.534869,0.75,0,0,,,
2/26/2014,3.36186,3.26701214,4.295,0.93314,3,0.25,5,3.375334,1,3.375334,0,,,
2/27/2014,3.33702,3.258967155,4.205,0.86798,4,0,1,0,0,0,0.919666,,,
2/28/2014,3.35149,3.273129318,4.205,0.85351,5,0,2,0,0,0,0,,,
3/3/2014,3.3253,3.241411162,4.205,0.8797,1,0.05,3,0.166265,0.05,0,0,,,
3/4/2014,3.39831,3.328339106,4.205,0.80669,2,0.7,4,2.545082,0.75,0,0,,,
3/5/2014,3.40152,3.318820141,4.205,0.80348,3,0.25,5,3.395462,1,3.395462,0,,,
3/6/2014,3.4237,3.356249107,4.27,0.8463,4,0,1,0,0,0,0.809538,,,
3/7/2014,3.46137,3.397063963,4.27,0.80863,5,0,2,0,0,0,0,,,
3/10/2014,3.44657,3.378083005,4.27,0.82343,1,0.05,3,0.1723285,0.05,0,0,,,
3/11/2014,3.44385,3.358765796,4.27,0.82615,2,0.7,4,2.5830235,0.75,0,0,,,
3/12/2014,3.40859,3.326675771,4.27,0.86141,3,0.25,5,3.435171,1,3.435171,0,,,
3/13/2014,3.34844,3.281600451,4.22,0.87156,4,0,1,0,0,0,0.834829,,,
3/14/2014,3.36349,3.282436545,4.22,0.85651,5,0,2,0,0,0,0,,,
3/17/2014,3.41746,3.323171293,4.22,0.80254,1,0.05,3,0.170873,0.05,0,0,,,
3/18/2014,3.39423,3.306393321,4.22,0.82577,2,0.7,4,2.546834,0.75,0,0,,,
3/19/2014,3.47241,3.398428583,4.22,0.74759,3,0.25,5,3.4149365,1,3.4149365,0,,,
3/20/2014,3.48581,3.40521151,4.3,0.81419,4,0,1,0,0,0,0.8050635,,,
3/21/2014,3.45235,3.379846514,4.3,0.84765,5,0,2,0,0,0,0,,,
3/24/2014,3.45267,3.374242455,4.3,0.84733,1,0.05,3,0.1726335,0.05,0,0,,,
3/25/2014,3.45197,3.375934446,4.3,0.84803,2,0.7,4,2.5890125,0.75,0,0,,,
3/26/2014,3.42174,3.342405349,4.3,0.87826,3,0.25,5,3.4444475,1,3.4444475,0,,,
3/27/2014,3.40527,3.318729763,4.335,0.92973,4,0,1,0,0,0,0.8555525,,,
3/28/2014,3.43061,3.341854424,4.335,0.90439,5,0,2,0,0,0,0,,,
3/31/2014,3.44686,3.340979943,4.335,0.88814,1,0.05,3,0.172343,0.05,0,0,,,
4/1/2014,3.4727,3.36668213,4.335,0.8623,2,0.7,4,2.603233,0.75,0,0,,,
4/2/2014,3.50663,3.394706261,4.335,0.82837,3,0.25,5,3.4798905,1,3.4798905,0,,,
4/3/2014,3.48403,3.383437803,4.265,0.78097,4,0,1,0,0,0,0.8551095,,,
4/4/2014,3.42956,3.310260814,4.265,0.83544,5,0,2,0,0,0,0,,,
4/7/2014,3.3951,3.275616469,4.265,0.8699,1,0.05,3,0.169755,0.05,0,0,,,
4/8/2014,3.37318,3.254664033,4.265,0.89182,2,0.7,4,2.530981,0.75,0,0,,,
4/9/2014,3.37509,3.249323489,4.265,0.88991,3,0.25,5,3.3747535,1,3.3747535,0,,,
4/10/2014,3.31552,3.211048946,4.195,0.87948,4,0,1,0,0,0,0.8902465,,,
4/11/2014,3.31617,3.208330805,4.195,0.87883,5,0,2,0,0,0,0,,,
4/14/2014,3.34083,3.232990404,4.195,0.85417,1,0.05,3,0.1670415,0.05,0,0,,,
4/15/2014,3.33793,3.225026321,4.195,0.85707,2,0.7,4,2.5035925,0.75,0,0,,,
4/16/2014,3.3508,3.243717771,4.195,0.8442,3,0.25,5,3.3412925,1,3.3412925,0,,,
4/17/2014,3.40802,3.30724021,4.23,0.82198,4,0,1,0,0,0,0.8537075,,,
4/21/2014,3.42149,3.300376787,4.23,0.80851,1,0.05,2,0.1710745,0.05,0,0,,,
4/22/2014,3.41581,3.305892726,4.23,0.81419,2,0.7,3,2.5621415,0.75,0,0,,,
4/23/2014,3.37126,3.268958666,4.23,0.85874,3,0.25,4,3.4049565,1,3.4049565,0,,,
4/24/2014,3.36531,3.274596443,4.215,0.84969,4,0,1,0,0,0,0.8250435,,,
4/25/2014,3.34407,3.257699856,4.215,0.87093,5,0,2,0,0,0,0,,,
4/28/2014,3.35146,3.267422555,4.215,0.86354,1,0.05,3,0.167573,0.05,0,0,,,
4/29/2014,3.37337,3.28054753,4.215,0.84163,2,0.7,4,2.528932,0.75,0,0,,,
4/30/2014,3.32743,3.239855767,4.215,0.88757,3,0.25,5,3.3607895,1,3.3607895,0,,,
5/1/2014,3.28753,3.216844613,4.11,0.82247,4,0,1,0,0,0,0.8542105,,,
5/2/2014,3.27582,3.207678528,4.11,0.83418,5,0,2,0,0,0,0,,,
5/5/2014,3.2885,3.221924146,4.11,0.8215,1,0.05,3,0.164425,0.05,0,0,,,
5/6/2014,3.26769,3.208795972,4.11,0.84231,2,0.7,4,2.451808,0.75,0,0,,,
5/7/2014,3.23656,3.193509186,4.11,0.87344,3,0.25,5,3.260948,1,3.260948,0,,,
5/8/2014,3.2302,3.17502602,4.1,0.8698,4,0,1,0,0,0,0.849052,,,
5/9/2014,3.26793,3.195487448,4.1,0.83207,5,0,2,0,0,0,0,,,
5/12/2014,3.29573,3.222489893,4.1,0.80427,1,0.05,3,0.1647865,0.05,0,0,,,
5/13/2014,3.2728,3.194910225,4.1,0.8272,2,0.7,4,2.4557465,0.75,0,0,,,
5/14/2014,3.19709,3.139709336,4.1,0.90291,3,0.25,5,3.255019,1,3.255019,0,,,
5/15/2014,3.17951,3.118066999,4.04,0.86049,4,0,1,0,0,0,0.844981,,,
5/16/2014,3.20717,3.138494192,4.04,0.83283,5,0,2,0,0,0,0,,,
5/19/2014,3.22497,3.152101478,4.04,0.81503,1,0.05,3,0.1612485,0.05,0,0,,,
5/20/2014,3.19062,3.127866537,4.04,0.84938,2,0.7,4,2.3946825,0.75,0,0,,,
5/21/2014,3.20037,3.146302092,4.04,0.83963,3,0.25,5,3.194775,1,3.194775,0,,,
5/22/2014,3.21443,3.16527281,4.02,0.80557,4,0,1,0,0,0,0.845225,,,
5/23/2014,3.20629,3.146225609,4.02,0.81371,5,0,2,0,0,0,0,,,
5/27/2014,3.18634,3.129903909,4.02,0.83366,2,0.7,3,2.230438,0.7,0,0,,,
5/28/2014,3.09658,3.075610667,4.02,0.92342,3,0.25,4,3.004583,0.95,3.162718947,0,,,
5/29/2014,3.1236,3.101147602,4.015,0.8914,4,0,1,0,0,0,0.857281053,,,
5/30/2014,3.13272,3.117679768,4.015,0.88228,5,0,2,0,0,0,0,,,
6/2/2014,3.20774,3.190796765,4.015,0.80726,1,0.05,3,0.160387,0.05,0,0,,,
6/3/2014,3.25946,3.23819776,4.015,0.75554,2,0.7,4,2.442009,0.75,0,0,,,
6/4/2014,3.26353,3.253855452,4.015,0.75147,3,0.25,5,3.2578915,1,3.2578915,0,,,
6/5/2014,3.23776,3.235697207,4.1,0.86224,4,0,1,0,0,0,0.7571085,,,
6/6/2014,3.24953,3.236138566,4.1,0.85047,5,0,2,0,0,0,0,,,
6/9/2014,3.26478,3.247952768,4.1,0.83522,1,0.05,3,0.163239,0.05,0,0,,,
6/10/2014,3.28637,3.260579651,4.1,0.81363,2,0.7,4,2.463698,0.75,0,0,,,
6/11/2014,3.2836,3.244113466,4.1,0.8164,3,0.25,5,3.284598,1,3.284598,0,,,
6/12/2014,3.23683,3.19053233,4.07,0.83317,4,0,1,0,0,0,0.815402,,,
6/13/2014,3.25321,3.202877369,4.07,0.81679,5,0,2,0,0,0,0,,,
6/16/2014,3.2402,3.193528229,4.07,0.8298,1,0.05,3,0.16201,0.05,0,0,,,
6/17/2014,3.29552,3.237553264,4.07,0.77448,2,0.7,4,2.468874,0.75,0,0,,,
6/18/2014,3.25545,3.200413912,4.07,0.81455,3,0.25,5,3.2827365,1,3.2827365,0,,,
6/19/2014,3.2407,3.208009864,4.015,0.7743,4,0,1,0,0,0,0.7872635,,,
6/20/2014,3.23871,3.209578808,4.015,0.77629,5,0,2,0,0,0,0,,,
6/23/2014,3.24201,3.206898321,4.015,0.77299,1,0.05,3,0.1621005,0.05,0,0,,,
6/24/2014,3.21805,3.182714695,4.015,0.79695,2,0.7,4,2.4147355,0.75,0,0,,,
6/25/2014,3.1949,3.153023658,4.015,0.8201,3,0.25,5,3.2134605,1,3.2134605,0,,,
6/26/2014,3.1705,3.124849087,3.995,0.8245,4,0,1,0,0,0,0.8015395,,,
6/27/2014,3.17238,3.130859316,3.995,0.82262,5,0,2,0,0,0,0,,,
6/30/2014,3.16006,3.111847012,3.995,0.83494,1,0.05,3,0.158003,0.05,0,0,,,
7/1/2014,3.21078,3.156824255,3.995,0.78422,2,0.7,4,2.405549,0.75,0,0,,,
7/2/2014,3.25805,3.216566632,3.995,0.73695,3,0.25,5,3.2200615,1,3.2200615,0,,,
7/3/2014,3.2817,3.225405347,4.075,0.7933,4,0,1,0,0,0,0.7749385,,,
7/7/2014,3.26648,3.203276748,4.075,0.80852,1,0.05,2,0.163324,0.05,0,0,,,
7/8/2014,3.23294,3.149256178,4.075,0.84206,2,0.7,3,2.426382,0.75,0,0,,,
7/9/2014,3.21851,3.134664184,4.075,0.85649,3,0.25,4,3.2310095,1,3.2310095,0,,,
7/10/2014,3.20099,3.132025007,4.03,0.82901,4,0,1,0,0,0,0.8439905,,,
7/11/2014,3.1874,3.121592249,4.03,0.8426,5,0,2,0,0,0,0,,,
7/14/2014,3.22381,3.149087125,4.03,0.80619,1,0.05,3,0.1611905,0.05,0,0,,,
7/15/2014,3.23276,3.154110994,4.03,0.79724,2,0.7,4,2.4241225,0.75,0,0,,,
7/16/2014,3.23588,3.146675728,4.03,0.79412,3,0.25,5,3.2330925,1,0,0,,,
7/17/2014,3.184,3.109836084,4.03,0.846,4,0,6,0,0,0,0,,,
7/18/2014,3.18346,3.114333957,4.03,0.84654,5,0,7,0,0,0,0,,,
7/21/2014,3.17973,3.126668137,4.03,0.85027,1,0.05,8,0.1589865,0.05,0,0,,,
7/22/2014,3.17134,3.123138734,4.03,0.85866,2,0.7,9,2.219938,0.7,0,0,,,
7/23/2014,3.18443,3.120916315,4.03,0.84557,3,0.25,10,0.7961075,0.25,3.18443,0,,,
7/24/2014,3.23593,3.164992748,4.02,0.78407,4,0,1,0,0,0,0.84557,,,
7/25/2014,3.19153,3.135100171,4.02,0.82847,5,0,2,0,0,0,0,,,
7/28/2014,3.20496,3.161223629,4.02,0.81504,1,0.05,3,0.160248,0.05,0,0,,,
7/29/2014,3.18238,3.154237301,4.02,0.83762,2,0.7,4,2.387914,0.75,0,0,,,
7/30/2014,3.26579,3.244948374,4.02,0.75421,3,0.25,5,3.2043615,1,3.2043615,0,,,
7/31/2014,3.27611,3.256008336,4.065,0.78889,4,0,1,0,0,0,0.8156385,,,
8/1/2014,3.22842,3.211015888,4.065,0.83658,5,0,2,0,0,0,0,,,
8/4/2014,3.21782,3.196698102,4.065,0.84718,1,0.05,3,0.160891,0.05,0,0,,,
8/5/2014,3.21632,3.19091518,4.065,0.84868,2,0.7,4,2.412315,0.75,0,0,,,
8/6/2014,3.2168,3.183298179,4.065,0.8482,3,0.25,5,3.216515,1,3.216515,0,,,
8/7/2014,3.1813,3.153796809,4.02,0.8387,4,0,1,0,0,0,0.848485,,,
8/8/2014,3.17218,3.156094649,4.02,0.84782,5,0,2,0,0,0,0,,,
8/11/2014,3.18264,3.157665394,4.02,0.83736,1,0.05,3,0.159132,0.05,0,0,,,
8/12/2014,3.19212,3.168795578,4.02,0.82788,2,0.7,4,2.393616,0.75,0,0,,,
8/13/2014,3.16116,3.137319217,4.02,0.85884,3,0.25,5,3.183906,1,3.183906,0,,,
8/14/2014,3.13996,3.135780128,3.975,0.83504,4,0,1,0,0,0,0.836094,,,
8/15/2014,3.09358,3.114295502,3.975,0.88142,5,0,2,0,0,0,0,,,
8/18/2014,3.13998,3.148857202,3.975,0.83502,1,0.05,3,0.156999,0.05,0,0,,,
8/19/2014,3.16484,3.16178347,3.975,0.81016,2,0.7,4,2.372387,0.75,0,0,,,
8/20/2014,3.18288,3.179258024,3.975,0.79212,3,0.25,5,3.168107,1,0,0,,,
8/21/2014,3.15678,3.157616495,3.975,0.81822,4,0,6,0,0,0,0,,,
8/22/2014,3.15082,3.136782085,3.975,0.82418,5,0,7,0,0,0,0,,,
8/25/2014,3.13856,3.104594533,3.975,0.83644,1,0.05,8,0.156928,0.05,0,0,,,
8/26/2014,3.12944,3.099145132,3.975,0.84556,2,0.7,9,2.190608,0.7,0,0,,,
8/27/2014,3.09887,3.083589204,3.975,0.87613,3,0.25,10,0.7747175,0.25,0,0,,,
8/28/2014,3.07812,3.072502751,3.975,0.89688,4,0,11,0,0,0,0,,,
8/29/2014,3.08034,3.07879868,3.975,0.89466,5,0,12,0,0,0,0,,,
9/2/2014,3.13347,3.123933549,3.975,0.84153,2,0.7,13,2.193429,0.7,0,0,,,
9/3/2014,3.12536,3.1034756,3.975,0.84964,3,0.25,14,0.78134,0.25,3.12536,0,,,
9/4/2014,3.15283,3.137591319,3.995,0.84217,4,0,1,0,0,0,0.84964,,,
9/5/2014,3.16818,3.138383978,3.995,0.82682,5,0,2,0,0,0,0,,,
9/8/2014,3.17608,3.154108263,3.995,0.81892,1,0.05,3,0.158804,0.05,0,0,,,
9/9/2014,3.20426,3.18427043,3.995,0.79074,2,0.7,4,2.401786,0.75,0,0,,,
9/10/2014,3.23967,3.218356042,3.995,0.75533,3,0.25,5,3.2117035,1,3.2117035,0,,,
9/11/2014,3.23854,3.212153137,4.105,0.86646,4,0,1,0,0,0,0.7832965,,,
9/12/2014,3.30131,3.267174602,4.105,0.80369,5,0,2,0,0,0,0,,,
9/15/2014,3.28134,3.255260067,4.105,0.82366,1,0.05,3,0.164067,0.05,0,0,,,
9/16/2014,3.28408,3.250938941,4.105,0.82092,2,0.7,4,2.462923,0.75,0,0,,,
9/17/2014,3.28895,3.264839796,4.105,0.81605,3,0.25,5,3.2851605,1,3.2851605,0,,,
9/18/2014,3.30017,3.288709757,4.075,0.77483,4,0,1,0,0,0,0.8198395,,,
9/19/2014,3.2565,3.252343622,4.075,0.8185,5,0,2,0,0,0,0,,,
9/22/2014,3.23976,3.218819191,4.075,0.83524,1,0.05,3,0.161988,0.05,0,0,,,
9/23/2014,3.21471,3.195118858,4.075,0.86029,2,0.7,4,2.412285,0.75,0,0,,,
9/24/2014,3.2402,3.230959968,4.075,0.8348,3,0.25,5,3.222335,1,3.222335,0,,,
9/25/2014,3.19667,3.194342501,4.04,0.84333,4,0,1,0,0,0,0.852665,,,
9/26/2014,3.21517,3.225245981,4.04,0.82483,5,0,2,0,0,0,0,,,
9/29/2014,3.19268,3.216432053,4.04,0.84732,1,0.05,3,0.159634,0.05,0,0,,,
9/30/2014,3.2079,3.23137016,4.04,0.8321,2,0.7,4,2.405164,0.75,0,0,,,
10/1/2014,3.11879,3.153013134,4.04,0.92121,3,0.25,5,3.1848615,1,3.1848615,0,,,
10/2/2014,3.1361,3.183346555,3.995,0.8589,4,0,1,0,0,0,0.8551385,,,
10/3/2014,3.1408,3.196817331,3.995,0.8542,5,0,2,0,0,0,0,,,
10/6/2014,3.12298,3.176965956,3.995,0.87202,1,0.05,3,0.156149,0.05,0,0,,,
10/7/2014,3.05717,3.124478223,3.995,0.93783,2,0.7,4,2.296168,0.75,0,0,,,
10/8/2014,3.00696,3.07909237,3.995,0.98804,3,0.25,5,3.047908,1,3.047908,0,,,
10/9/2014,3.00935,3.081505856,3.845,0.83565,4,0,1,0,0,0,0.947092,,,
10/10/2014,3.00647,3.061847982,3.845,0.83853,5,0,2,0,0,0,0,,,
10/14/2014,2.91567,2.994285414,3.845,0.92933,2,0.7,3,2.040969,0.7,0,0,,,
10/15/2014,2.80128,2.968721059,3.845,1.04372,3,0.25,4,2.741289,0.95,2.885567368,0,,,
10/16/2014,2.88998,3.004639707,3.795,0.90502,4,0,1,0,0,0,0.959432632,,,
10/17/2014,2.90897,3.008123126,3.795,0.88603,5,0,2,0,0,0,0,,,
10/20/2014,2.88228,2.976568225,3.795,0.91272,1,0.05,3,0.144114,0.05,0,0,,,
10/21/2014,2.90261,3.010905955,3.795,0.89239,2,0.7,4,2.175941,0.75,0,0,,,
10/22/2014,2.91561,3.029021186,3.795,0.87939,3,0.25,5,2.9048435,1,2.9048435,0,,,
10/23/2014,2.95697,3.081287965,3.855,0.89803,4,0,1,0,0,0,0.8901565,,,
10/24/2014,2.96706,3.080516889,3.855,0.88794,5,0,2,0,0,0,0,,,
10/27/2014,2.95063,3.059503457,3.855,0.90437,1,0.05,3,0.1475315,0.05,0,0,,,
10/28/2014,2.97326,3.068752221,3.855,0.88174,2,0.7,4,2.2288135,0.75,0,0,,,
10/29/2014,3.0091,3.080921234,3.855,0.8459,3,0.25,5,2.9810885,1,2.9810885,0,,,
10/30/2014,2.98841,3.064576302,3.895,0.90659,4,0,1,0,0,0,0.8739115,,,
10/31/2014,3.00974,3.086838234,3.895,0.88526,5,0,2,0,0,0,0,,,
11/3/2014,3.04728,3.092766985,3.895,0.84772,1,0.05,3,0.152364,0.05,0,0,,,
11/4/2014,3.04424,3.087919982,3.895,0.85076,2,0.7,4,2.283332,0.75,0,0,,,
11/5/2014,3.04445,3.096522638,3.895,0.85055,3,0.25,5,3.0444445,1,3.0444445,0,,,
11/6/2014,3.05201,3.115588295,3.885,0.83299,4,0,1,0,0,0,0.8505555,,,
11/7/2014,3.00136,3.051793589,3.885,0.88364,5,0,2,0,0,0,0,,,
11/10/2014,3.03634,3.089489581,3.885,0.84866,1,0.05,3,0.151817,0.05,0,0,,,
11/12/2014,3.03648,3.080362467,3.885,0.84852,3,0.25,4,0.910937,0.3,3.036456667,0,,,
11/13/2014,3.02409,3.054249983,3.865,0.84091,4,0,1,0,0,0,0.848543333,,,
11/14/2014,2.98831,3.04013383,3.865,0.87669,5,0,2,0,0,0,0,,,
11/17/2014,2.9941,3.060125155,3.865,0.8709,1,0.05,3,0.149705,0.05,0,0,,,
11/18/2014,2.98226,3.046200283,3.865,0.88274,2,0.7,4,2.237287,0.75,2.983049333,0,,,
11/19/2014,3.00395,3.074802438,3.845,0.84105,3,0.25,1,0.7509875,0.25,0,0.881950667,,,
11/20/2014,2.98245,3.064955209,3.845,0.86255,4,0,2,0.7509875,0.25,0,0,,,
11/21/2014,2.96503,3.046948922,3.845,0.87997,5,0,3,0.7509875,0.25,0,0,,,
11/24/2014,2.95338,3.045153855,3.845,0.89162,1,0.05,4,0.8986565,0.3,0,0,,,
11/25/2014,2.89872,3.014362577,3.845,0.94628,2,0.7,5,2.9277605,1,0,0,,,
11/26/2014,2.8841,2.995694155,3.845,0.9609,3,0.25,6,0.721025,0.25,2.8841,0,,,
11/28/2014,2.84569,2.960135359,3.765,0.91931,5,0,1,0,0,0,0.9609,,,
12/1/2014,2.86228,2.985594163,3.765,0.90272,1,0.05,2,0.143114,0.05,0,0,,,
12/2/2014,2.92504,3.041650185,3.765,0.83996,2,0.7,3,2.190642,0.75,0,0,,,
12/3/2014,2.93232,3.042598839,3.765,0.83268,3,0.25,4,2.923722,1,2.923722,0,,,
12/4/2014,2.90251,3.003039455,3.805,0.90249,4,0,1,0,0,0,0.841278,,,
12/5/2014,2.95463,3.061176306,3.805,0.85037,5,0,2,0,0,0,0,,,
12/8/2014,2.90876,3.027747012,3.805,0.89624,1,0.05,3,0.145438,0.05,0,0,,,
12/9/2014,2.88602,2.995096326,3.805,0.91898,2,0.7,4,2.165652,0.75,0,0,,,
12/10/2014,2.85151,2.949866025,3.805,0.95349,3,0.25,5,2.8785295,1,2.8785295,0,,,
12/11/2014,2.86343,2.980863375,3.7,0.83657,4,0,1,0,0,0,0.9264705,,,
12/12/2014,2.80058,2.935397979,3.7,0.89942,5,0,2,0,0,0,0,,,
12/15/2014,2.82917,2.960343852,3.7,0.87083,1,0.05,3,0.1414585,0.05,0,0,,,
12/16/2014,2.78725,2.932095961,3.7,0.91275,2,0.7,4,2.0925335,0.75,0,0,,,
12/17/2014,2.83715,2.983085139,3.7,0.86285,3,0.25,5,2.801821,1,2.801821,0,,,
12/18/2014,2.85823,3.03442677,3.73,0.87177,4,0,1,0,0,0,0.898179,,,
12/19/2014,2.83374,3.015108055,3.73,0.89626,5,0,2,0,0,0,0,,,
12/22/2014,2.82564,3.004477503,3.73,0.90436,1,0.05,3,0.141282,0.05,0,0,,,
12/23/2014,2.91032,3.070402349,3.73,0.81968,2,0.7,4,2.178506,0.75,2.904674667,0,,,
12/24/2014,2.90975,3.069169749,3.77,0.86025,3,0.25,1,0.7274375,0.25,0,0.825325333,,,
12/26/2014,2.89124,3.053999317,3.77,0.87876,5,0,2,0.7274375,0.25,0,0,,,
12/29/2014,2.86098,3.012036234,3.77,0.90902,1,0.05,3,0.8704865,0.3,0,0,,,
12/30/2014,2.852,2.994273132,3.77,0.918,2,0.7,1,1.9964,0.7,2.852,0,,,
